,Unnamed: 0,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key,Average_Word_Length,Average_Wordlength,Proportion_Words_Longer_Than_Five,Average_Readability_Score,Average_Syllables_Per_Word
287,287,0,0,0,2015_34667,4.09628692,4.09628692,0.211628581,59.155,1.272533975
620,620,0,0,1,2016_89015,4.30248646,4.30248646,0.218224605,68.21466952,1.29488533
419,419,0,0,1,2013_44146,4.286213621,4.286213621,0.21607664699999998,58.891908400000005,1.2899979540000002
705,705,0,0,0,2014_95966,4.305211507,4.305211507,0.220518076,19.95357143,1.328988502
515,515,0,0,1,2014_85033,4.283598948,4.283598948,0.213706512,63.27152597,1.289322608
12,12,0,0,0,2017_15003,4.363631227,4.363631227,0.23278122199999998,56.76302083,1.3189701759999999
454,454,0,0,0,2016_53703,4.428491465,4.428491465,0.239613787,63.08406645,1.318565404
520,520,0,0,1,2014_85035,4.258982233,4.258982233,0.210272419,64.7296793,1.2824528
207,207,0,0,1,2014_28120,4.362177788,4.362177788,0.217545076,52.54571429,1.321081558
692,692,0,0,0,2014_90001,4.495581794,4.495581794,0.27418127800000003,57.75125,1.4434737080000002
593,593,0,0,0,2016_85323,4.307429853,4.307429853,0.22005210000000003,66.40777433,1.3074441620000001
613,613,0,0,0,2016_85363,4.3866554230000006,4.3866554230000006,0.23235257899999998,68.30794286,1.309011847
376,376,0,0,0,2013_44125,4.364696781,4.364696781,0.228285398,56.43225434,1.299452839
547,547,0,0,0,2016_85053,4.324184472,4.324184472,0.22070226899999998,65.67243194,1.307102018
640,640,0,0,0,2015_89106,4.297341578999999,4.297341578999999,0.22163198,59.25368828,1.304519315
132,132,0,0,1,2014_15212,4.327179294,4.327179294,0.228697265,43.42654481,1.303782026
127,127,0,0,0,2014_15210,4.281772512,4.281772512,0.215448212,49.18509615,1.290325438
545,545,0,0,1,2014_85053,4.289215732,4.289215732,0.21513954300000002,64.12948697,1.287031623
708,708,0,0,1,2017_95966,4.357391521,4.357391521,0.25252737,10.63333333,1.348450515
72,72,0,0,0,2014_15122,4.256953527,4.256953527,0.213870065,55.00584337,1.280779267
42,42,0,0,0,2016_15068,4.34496577,4.34496577,0.22323129,63.91336449,1.306436474
210,210,0,0,0,2017_28120,4.311175745,4.311175745,0.2148132,67.24851351,1.296797143
65,65,0,0,1,2017_15112,4.205924533999999,4.205924533999999,0.232762462,75.8425,1.30203286
131,131,0,0,0,2013_15212,4.296690063,4.296690063,0.222434541,46.59137715,1.292376348
234,234,0,0,0,2014_28212,4.332315811,4.332315811,0.22244926,60.32313609,1.3068788
417,417,0,0,0,2016_44144,4.33809606,4.33809606,0.21955903,63.85853012,1.297928629
348,348,0,0,0,2015_44111,4.311354195,4.311354195,0.22043632600000002,65.7036772,1.295462541
74,74,0,0,1,2016_15122,4.356605837,4.356605837,0.229478254,59.427851000000004,1.306750475
78,78,0,0,0,2017_15131,4.32931417,4.32931417,0.22129644399999998,55.98855422,1.311726438
10,10,0,0,0,2015_15003,4.4154664960000005,4.4154664960000005,0.22459177,44.92481481,1.304016078
13,13,0,0,0,2017_15021,4.4228366139999995,4.4228366139999995,0.274172134,73.02,1.386636988
430,430,0,0,1,2014_44266,4.528594986,4.528594986,0.25302348199999997,38.105,1.313802774
674,674,0,0,1,2014_89142,4.254004706,4.254004706,0.21117885600000003,64.28314815,1.2899503559999999
396,396,0,0,0,2016_44132,4.319052434,4.319052434,0.22570627199999999,60.97475,1.309205253
701,701,0,0,0,2015_93612,4.26091842,4.26091842,0.234004512,66.3825,1.298041639
460,460,0,0,0,2017_53713,4.397525323,4.397525323,0.237110458,55.51046774,1.318998196
656,656,0,0,0,2016_89115,4.298189055,4.298189055,0.217415547,62.79877868,1.304751935
578,578,0,0,1,2016_85301,4.325881438,4.325881438,0.219886597,67.26638462,1.3019149190000001
437,437,0,0,0,2016_44310,4.458315475,4.458315475,0.22720242699999998,66.01285714,1.315787815
268,268,0,0,0,2017_29204,4.279652874,4.279652874,0.21861499899999998,54.0516,1.312135342
433,433,0,0,0,2017_44266,4.451401635,4.451401635,0.24053582199999998,76.4085,1.325657955
304,304,0,0,1,2017_44053,4.419643679,4.419643679,0.233059402,63.64148148,1.3267814759999998
215,215,0,0,1,2017_28127,4.4718640480000005,4.4718640480000005,0.256427318,60.056000000000004,1.304804007
164,164,0,0,0,2016_28016,4.224233218,4.224233218,0.21756471,49.50666667,1.327857657
359,359,0,0,0,2016_44117,4.305861278,4.305861278,0.219145253,72.95148148,1.272411789
77,77,0,0,0,2014_15131,4.305729669,4.305729669,0.210844285,67.71326087,1.295308978
389,389,0,0,1,2016_44128,4.4028564260000005,4.4028564260000005,0.238521213,59.42591216,1.325156773
585,585,0,0,0,2013_85307,4.2619777580000004,4.2619777580000004,0.210495574,61.92821429,1.280617672
626,626,0,0,0,2016_89101,4.375579715,4.375579715,0.22514109,65.33247242,1.305300725
703,703,0,0,1,2017_93612,4.310074095,4.310074095,0.233935212,50.87727273,1.293798395
704,704,0,0,0,2013_95966,4.3201292780000005,4.3201292780000005,0.20651844800000002,49.4025,1.341675608
698,698,0,0,1,2017_92703,4.2615902960000005,4.2615902960000005,0.25606469,25.19,1.33180593
73,73,0,0,0,2015_15122,4.266688669,4.266688669,0.21308343300000002,52.41510949,1.286495039
670,670,0,0,0,2015_89122,4.277028501,4.277028501,0.212913899,63.76551899,1.284660008
327,327,0,0,1,2014_44105,4.309436519,4.309436519,0.23239101899999998,52.15416667,1.291009919
580,580,0,0,1,2013_85303,4.233407125,4.233407125,0.20692459,58.62679688,1.290089827
47,47,0,0,1,2016_15084,4.286308364,4.286308364,0.21685264,64.93150442,1.295416186
365,365,0,0,0,2017_44119,4.421243588,4.421243588,0.230170364,68.01089005,1.314710295
346,346,0,0,1,2013_44111,4.381848347,4.381848347,0.229037075,53.83196319,1.2972495179999999
299,299,0,0,0,2017_44052,4.38728581,4.38728581,0.21666122,73.14792453,1.304903488
398,398,0,0,0,2016_44134,4.322491324,4.322491324,0.21749811300000002,67.06134420000001,1.298346915
70,70,0,0,0,2017_15120,4.355412014,4.355412014,0.229984706,62.26635308,1.306201219
98,98,0,0,0,2015_15144,4.442443514,4.442443514,0.236443515,63.99708333,1.323124455
37,37,0,0,0,2016_15067,4.073825765,4.073825765,0.185403011,-0.8242857140000001,1.21228788
320,320,0,0,1,2017_44103,4.406201965,4.406201965,0.229544147,67.48369565,1.309604524
333,333,0,0,0,2015_44106,4.42999447,4.42999447,0.241676752,58.27733993,1.327290438
7,7,0,0,0,2016_12958,4.459045584,4.459045584,0.27314814800000004,70.94,1.31980057
455,455,0,0,0,2017_53703,4.432965415,4.432965415,0.24030626,65.01151784,1.320651272
